word,chinese,type,definition,level,has_image
reprieve,緩刑；暫緩,Advanced Vocabulary Supplement II,a cancellation of punishment,senior,0
reproach,責備；指責,Advanced Vocabulary Supplement II,to express disapproval or disappointment,senior,0
repudiation,否認；拒絕,Advanced Vocabulary Supplement II,rejection of a proposal or idea,senior,0
respite,暫停；緩解,Advanced Vocabulary Supplement II,a short period of rest or relief,senior,0
reverie,幻想；白日夢,Advanced Vocabulary Supplement II,a state of being pleasantly lost in thought,senior,0
ribald,粗俗的；猥褻的,Advanced Vocabulary Supplement II,referring to vulgar humor,senior,0
sagacious,睿智的；精明的,Advanced Vocabulary Supplement II,having keen mental discernment,senior,0
sanctimonious,假裝虔誠的；偽善的,Advanced Vocabulary Supplement II,making a show of being morally superior,senior,0
sanguine,樂觀的；血紅色的,Advanced Vocabulary Supplement II,optimistic or positive about the future,senior,0
scathing,嚴厲批評的；尖刻的,Advanced Vocabulary Supplement II,witheringly critical,senior,0
scintillate,閃爍；才華橫溢,Advanced Vocabulary Supplement II,to sparkle or shine,senior,0
sedulous,勤勉的；孜孜不倦的,Advanced Vocabulary Supplement II,showing dedication and diligence,senior,0
serendipity,意外發現的好運,Advanced Vocabulary Supplement II,the occurrence of fortunate events by chance,senior,0
servile,卑躬屈膝的；奴性的,Advanced Vocabulary Supplement II,having an excessive willingness to serve,senior,0
shrewdness,精明；機靈,Advanced Vocabulary Supplement II,the quality of having sharp practical judgment,senior,0
sinecure,閒職；掛名職位,Advanced Vocabulary Supplement II,a position requiring little work but giving profit,senior,0
solace,安慰；慰藉,Advanced Vocabulary Supplement II,comfort in a time of distress,senior,0
solicitous,關心的；牽掛的,Advanced Vocabulary Supplement II,showing interest or concern,senior,0
somnolent,昏昏欲睡的,Advanced Vocabulary Supplement II,sleepy or drowsy,senior,0
sordid,卑鄙的；骯髒的,Advanced Vocabulary Supplement II,involving ignoble actions or motives,senior,0
specious,似是而非的；華而不實的,Advanced Vocabulary Supplement II,superficially plausible but actually wrong,senior,0
stoic,堅忍的；禁慾的,Advanced Vocabulary Supplement II,enduring pain without showing feelings,senior,0
strident,刺耳的；尖銳的,Advanced Vocabulary Supplement II,loud and harsh,senior,0
subjugate,征服；使屈服,Advanced Vocabulary Supplement II,to bring under domination or control,senior,0
sublimate,昇華；轉化,Advanced Vocabulary Supplement II,to transform into a more refined state,senior,0
sully,玷污；損毀,Advanced Vocabulary Supplement II,to damage or spoil,senior,0
sumptuous,奢侈的；豪華的,Advanced Vocabulary Supplement II,splendid and expensive-looking,senior,0
supplant,取代；代替,Advanced Vocabulary Supplement II,to supersede and replace,senior,0
supple,柔軟的；靈活的,Advanced Vocabulary Supplement II,bending easily without breaking,senior,0
surfeit,過量；過剩,Advanced Vocabulary Supplement II,an excessive amount of something,senior,0
surreptitious,秘密的；偷偷摸摸的,Advanced Vocabulary Supplement II,kept secret because improper,senior,0
sycophant,諂媚者；馬屁精,Advanced Vocabulary Supplement II,a person who flatters for personal gain,senior,0
taciturn,沉默寡言的,Advanced Vocabulary Supplement II,reserved or uncommunicative,senior,0
tangential,離題的；不相關的,Advanced Vocabulary Supplement II,only slightly connected or relevant,senior,0
temerity,魯莽；膽大妄為,Advanced Vocabulary Supplement II,excessive confidence or boldness,senior,0
tendentious,有偏見的；有傾向性的,Advanced Vocabulary Supplement II,expressing a strong opinion,senior,0
tenet,信條；原則,Advanced Vocabulary Supplement II,a principle or belief held as true,senior,0
tepid,微溫的；不熱情的,Advanced Vocabulary Supplement II,showing little enthusiasm,senior,0
terse,簡短的；精闢的,Advanced Vocabulary Supplement II,sparing in the use of words,senior,0
thwart,阻撓；挫敗,Advanced Vocabulary Supplement II,to prevent from accomplishing a purpose,senior,0
timorous,膽怯的；畏縮的,Advanced Vocabulary Supplement II,showing nervousness or lack of confidence,senior,0
tirade,長篇激烈的演說,Advanced Vocabulary Supplement II,a long angry speech of criticism,senior,0
torpid,遲鈍的；不活潑的,Advanced Vocabulary Supplement II,mentally or physically inactive,senior,0
tractable,馴服的；易處理的,Advanced Vocabulary Supplement II,easy to control or influence,senior,0
transgress,違反；越軌,Advanced Vocabulary Supplement II,to go beyond the limits of what is acceptable,senior,0
travesty,歪曲；拙劣的模仿,Advanced Vocabulary Supplement II,a false or distorted representation,senior,0
trepidation,恐懼；焦慮,Advanced Vocabulary Supplement II,a feeling of fear about something,senior,0
truculent,好鬥的；蠻橫的,Advanced Vocabulary Supplement II,eager to argue or fight,senior,0
tumult,騷動；混亂,Advanced Vocabulary Supplement II,a loud confused noise or commotion,senior,0
turbid,混濁的；模糊的,Advanced Vocabulary Supplement II,cloudy or opaque,senior,0
turgid,浮誇的；膨脹的,Advanced Vocabulary Supplement II,swollen or using pompous language,senior,0
turpitude,卑鄙；邪惡,Advanced Vocabulary Supplement II,depravity or wickedness,senior,0
tyrannical,暴虐的；專制的,Advanced Vocabulary Supplement II,exercising power in a cruel way,senior,0
umbrage,不快；憤怒,Advanced Vocabulary Supplement II,offense or annoyance,senior,0
unassailable,不可攻破的；無可反駁的,Advanced Vocabulary Supplement II,unable to be attacked or questioned,senior,0
unconscionable,不合理的；沒良心的,Advanced Vocabulary Supplement II,not right or reasonable,senior,0
unctuous,油腔滑調的；虛情假意的,Advanced Vocabulary Supplement II,excessively flattering,senior,0
undulate,波動；起伏,Advanced Vocabulary Supplement II,to move with a smooth wavelike motion,senior,0
unfathomable,深不可測的；難以理解的,Advanced Vocabulary Supplement II,incapable of being understood,senior,0
unwieldy,笨重的；難操作的,Advanced Vocabulary Supplement II,difficult to carry or manage,senior,0
upbraid,嚴厲責備,Advanced Vocabulary Supplement II,to find fault with someone severely,senior,0
vacillate,猶豫不決；動搖,Advanced Vocabulary Supplement II,to alternate between different opinions,senior,0
vagary,反覆無常；奇想,Advanced Vocabulary Supplement II,an unexpected and inexplicable change,senior,0
vainglorious,虛榮的；自負的,Advanced Vocabulary Supplement II,excessively proud of oneself,senior,0
venal,貪腐的；可收買的,Advanced Vocabulary Supplement II,showing susceptibility to bribery,senior,0
verbose,冗長的；囉嗦的,Advanced Vocabulary Supplement II,using more words than needed,senior,0
vestige,遺跡；殘餘,Advanced Vocabulary Supplement II,a trace of something that no longer exists,senior,0
virulent,劇毒的；惡毒的,Advanced Vocabulary Supplement II,extremely severe or harmful,senior,0
vitriolic,尖酸刻薄的,Advanced Vocabulary Supplement II,filled with bitter criticism or malice,senior,0
vivacious,活潑的；充滿活力的,Advanced Vocabulary Supplement II,attractively lively and animated,senior,0
vociferous,大聲喧嚷的,Advanced Vocabulary Supplement II,vehement or clamorous,senior,0
voracious,貪婪的；如飢似渴的,Advanced Vocabulary Supplement II,wanting or devouring great quantities,senior,0
vouchsafe,賜予；准許,Advanced Vocabulary Supplement II,to give or grant in a gracious manner,senior,0
wanton,放蕩的；肆意的,Advanced Vocabulary Supplement II,deliberate and unprovoked,senior,0
wary,小心的；警惕的,Advanced Vocabulary Supplement II,feeling or showing caution,senior,0
wield,揮舞；行使,Advanced Vocabulary Supplement II,to hold and use a weapon or power,senior,0
wily,狡猾的；詭計多端的,Advanced Vocabulary Supplement II,skilled at gaining an advantage,senior,0
wistful,惆悵的；渴望的,Advanced Vocabulary Supplement II,having a feeling of vague longing,senior,0
writhe,扭動；翻滾,Advanced Vocabulary Supplement II,to make twisting movements in pain,senior,0
zephyr,微風；和風,Advanced Vocabulary Supplement II,a soft gentle breeze,senior,0
aplomb,沉著；自信,Loanwords & Specialized Terms,self-confidence or assurance,senior,0
asperity,粗暴；嚴酷,Loanwords & Specialized Terms,harshness of tone or manner,senior,0
atavism,返祖現象；隔代遺傳,Loanwords & Specialized Terms,reversion to an earlier type,senior,0
bathos,突降法；矯情,Loanwords & Specialized Terms,an abrupt transition from elevated to commonplace,senior,0
bonhomie,溫和；和藹,Loanwords & Specialized Terms,exuberant friendliness,senior,0
cacophony,刺耳聲；噪音,Loanwords & Specialized Terms,a harsh discordant mixture of sounds,senior,0
calumny,誹謗；中傷,Loanwords & Specialized Terms,the making of false statements to damage reputation,senior,0
canard,謠言；假新聞,Loanwords & Specialized Terms,an unfounded rumor or story,senior,0
connoisseur,鑑賞家；行家,Loanwords & Specialized Terms,an expert judge in matters of fine art or taste,senior,0
contretemps,不幸事件；爭論,Loanwords & Specialized Terms,an unexpected and unfortunate occurrence,senior,0
debonair,風度翩翩的；瀟灑的,Loanwords & Specialized Terms,"confident, stylish, and charming",senior,0
denizen,居民；常客,Loanwords & Specialized Terms,an inhabitant or occupant of a place,senior,0
detriment,損害；損失,Loanwords & Specialized Terms,the state of being harmed or damaged,senior,0
dilettante,業餘愛好者；半吊子,Loanwords & Specialized Terms,a person with superficial interest in an art,senior,0
doppelganger,分身；替身,Loanwords & Specialized Terms,a double or counterpart of a person,senior,0
ennui,厭倦；無聊,Loanwords & Specialized Terms,a feeling of listlessness from lack of excitement,senior,0
fait accompli,既成事實,Loanwords & Specialized Terms,a thing already done that cannot be altered,senior,0
faux pas,失態；失禮,Loanwords & Specialized Terms,a social blunder,senior,0
fealty,忠誠；效忠,Loanwords & Specialized Terms,a feudal tenant's obligation of loyalty,senior,0
imbroglio,糾紛；混亂局面,Loanwords & Specialized Terms,an extremely confused or complicated situation,senior,0
imprimatur,批准；許可,Loanwords & Specialized Terms,an official license or approval,senior,0
malcontent,不滿分子,Loanwords & Specialized Terms,a person who is dissatisfied and rebellious,senior,0
naivete,天真；純樸,Loanwords & Specialized Terms,lack of experience or sophistication,senior,0
parvenu,暴發戶；新貴,Loanwords & Specialized Terms,a person who has suddenly become wealthy,senior,0
savoir-faire,應對能力；處事圓滑,Academic & Cultural Vocabulary,the ability to act appropriately in social situations,senior,0
schadenfreude,幸災樂禍,Academic & Cultural Vocabulary,pleasure from another person's misfortune,senior,0
sine qua non,必要條件；不可或缺,Academic & Cultural Vocabulary,an essential condition,senior,0
sobriquet,綽號；別名,Academic & Cultural Vocabulary,a person's nickname,senior,0
sui generis,獨一無二的,Academic & Cultural Vocabulary,unique; in a class by itself,senior,0
wanderlust,旅行癖；漫遊欲,Academic & Cultural Vocabulary,a strong desire to travel,senior,0
wunderkind,神童；少年英才,Academic & Cultural Vocabulary,a person who achieves success at a young age,senior,0
Bildungsroman,成長小說,Academic & Cultural Vocabulary,a novel about moral and psychological growth,senior,0
aficionado,狂熱愛好者,Academic & Cultural Vocabulary,a person who is very knowledgeable about an activity,senior,0
cognoscenti,鑑賞家們；內行人,Academic & Cultural Vocabulary,people who are well-informed about something,senior,0
coterie,小圈子；同人,Academic & Cultural Vocabulary,a small group of people with shared interests,senior,0
doyenne,女性資深人士；大師,Academic & Cultural Vocabulary,the most respected female member of a group,senior,0
